LotFrontage,LotArea,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,TotRmsAbvGrd,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,MSZoning,LotShape,LandContour,LotConfig,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,ExterQual,ExterCond,Foundation,Heating,CentralAir,Electrical,Functional,PavedDrive,SaleType,SaleCondition,MSSubClass,HeatingQC,KitchenQual,OverallQual,OverallCond,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,Fireplaces,GarageCars,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,GarageType,GarageFinish,GarageQual,GarageCond,Alley,FireplaceQu,GarageYrBlt,Fence
48.0,6955.0,2005.0,2006.0,94.0,0.0,1368.0,1368.0,1368.0,0.0,1368.0,6.0,474.0,132.0,35.0,0.0,RL,IR1,Lvl,Inside,NridgHt,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,GasA,Y,SBrkr,Typ,Y,New,Partial,120,Ex,Gd,7,5,0,2,0,2,1,1,2,Gd,TA,No,Unf,Unf,Attchd,RFn,TA,TA,NoAlley,Gd,2005.0,NoFence
60.0,8072.0,1994.0,1995.0,0.0,746.0,244.0,990.0,990.0,0.0,990.0,5.0,480.0,0.0,64.0,0.0,RL,Reg,Lvl,Inside,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,TA,Gd,PConc,GasA,Y,SBrkr,Typ,Y,WD,Normal,20,Ex,TA,5,5,1,1,0,3,1,0,2,Gd,Gd,No,ALQ,Unf,Detchd,Unf,TA,TA,NoAlley,NoFireplace,2000.0,NoFence
100.0,12000.0,1948.0,2005.0,0.0,144.0,172.0,924.0,1122.0,0.0,1122.0,6.0,528.0,0.0,36.0,0.0,RM,Reg,Lvl,Inside,OldTown,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,GasA,Y,SBrkr,Typ,Y,WD,Normal,20,Ex,Gd,5,7,1,1,0,2,1,0,2,TA,TA,No,GLQ,ALQ,Attchd,Unf,TA,TA,NoAlley,NoFireplace,1948.0,GdWo
69.0,7153.0,1991.0,1991.0,88.0,1200.0,78.0,1278.0,1294.0,0.0,1294.0,6.0,496.0,112.0,51.0,0.0,RL,Reg,Lvl,Inside,SawyerW,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,GasA,Y,SBrkr,Typ,Y,WD,Normal,20,Gd,Gd,6,5,1,2,0,3,1,0,2,Gd,TA,No,GLQ,Unf,Attchd,RFn,TA,TA,NoAlley,NoFireplace,1991.0,GdWo
100.0,17500.0,1959.0,2002.0,0.0,1406.0,496.0,1902.0,1902.0,0.0,1902.0,7.0,567.0,0.0,207.0,162.0,RL,Reg,Lvl,Inside,Crawfor,PosA,Norm,1Fam,1Story,Gable,CompShg,BrkFace,HdBoard,None,Gd,Gd,PConc,GasA,Y,SBrkr,Typ,Y,WD,Normal,20,TA,Ex,7,8,1,2,0,3,1,2,2,Gd,TA,Av,GLQ,Unf,Attchd,Fin,TA,TA,NoAlley,TA,1959.0,NoFence
68.0,8814.0,2005.0,2007.0,80.0,925.0,349.0,1274.0,1274.0,0.0,1274.0,6.0,508.0,264.0,98.0,0.0,RL,Reg,Lvl,Inside,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,GasA,Y,SBrkr,Typ,Y,New,Partial,20,Ex,Gd,7,5,1,2,0,3,1,0,2,Gd,TA,No,GLQ,Unf,Attchd,RFn,TA,TA,NoAlley,NoFireplace,2005.0,NoFence
69.0,9572.0,1990.0,1990.0,336.0,482.0,971.0,1453.0,1453.0,1357.0,2810.0,9.0,750.0,500.0,0.0,0.0,RL,IR1,Lvl,Inside,NoRidge,Norm,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,Gd,TA,PConc,GasA,Y,SBrkr,Typ,Y,WD,Normal,60,Ex,Gd,8,5,0,2,1,4,1,1,2,Ex,TA,No,GLQ,Unf,Attchd,RFn,Gd,Gd,NoAlley,Ex,1990.0,NoFence
108.0,14774.0,1999.0,1999.0,165.0,0.0,1393.0,1393.0,1422.0,1177.0,2599.0,10.0,779.0,668.0,30.0,0.0,RL,IR1,Lvl,Corner,NoRidge,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,GasA,Y,SBrkr,Typ,Y,WD,Normal,60,Ex,Gd,9,5,0,2,1,4,1,1,3,Gd,TA,No,Unf,Unf,BuiltIn,Fin,TA,TA,NoAlley,TA,1999.0,NoFence
60.0,8190.0,1954.0,1954.0,0.0,732.0,216.0,948.0,948.0,0.0,948.0,5.0,280.0,0.0,36.0,0.0,RL,Reg,Lvl,Inside,Edwards,Norm,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,GasA,Y,SBrkr,Typ,Y,WD,Normal,20,Ex,TA,4,6,1,1,0,3,1,1,1,TA,TA,No,Rec,Unf,Detchd,Unf,TA,TA,NoAlley,TA,1956.0,NoFence
85.0,11075.0,1969.0,1969.0,0.0,500.0,176.0,952.0,1092.0,1020.0,2112.0,9.0,576.0,280.0,0.0,0.0,RL,Reg,Lvl,Inside,NAmes,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,None,TA,TA,CBlock,GasA,Y,SBrkr,Typ,Y,WD,Normal,60,TA,TA,6,5,0,2,1,4,1,2,2,Fa,TA,Mn,ALQ,LwQ,Attchd,Unf,TA,TA,NoAlley,Gd,1969.0,NoFence
61.0,10226.0,2008.0,2008.0,270.0,0.0,1622.0,1622.0,1630.0,0.0,1630.0,8.0,860.0,172.0,42.0,0.0,RL,IR1,Lvl,Inside,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,GasA,Y,SBrkr,Typ,Y,WD,Normal,20,Ex,Ex,8,5,1,2,0,3,1,1,3,Ex,TA,Gd,Unf,Unf,Attchd,RFn,TA,TA,NoAlley,Gd,2008.0,NoFence
47.0,4230.0,2006.0,2007.0,0.0,0.0,1352.0,1352.0,1352.0,0.0,1352.0,5.0,466.0,0.0,241.0,0.0,FV,Reg,Lvl,Corner,Somerst,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,GasA,Y,SBrkr,Typ,Y,New,Partial,120,Ex,Gd,7,5,0,2,0,2,1,1,2,Ex,Gd,No,Unf,Unf,Attchd,RFn,TA,TA,Pave,Gd,2006.0,NoFence
69.0,14781.0,2001.0,2002.0,178.0,0.0,1753.0,1753.0,1787.0,0.0,1787.0,7.0,748.0,198.0,150.0,0.0,RL,IR2,Lvl,CulDSac,CollgCr,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,GasA,Y,SBrkr,Typ,Y,WD,Normal,20,Ex,Gd,8,5,0,2,0,3,1,1,3,Gd,TA,Gd,Unf,Unf,Attchd,RFn,TA,TA,NoAlley,TA,2001.0,NoFence
75.0,10215.0,1954.0,1954.0,132.0,492.0,372.0,864.0,948.0,0.0,948.0,5.0,248.0,0.0,0.0,0.0,RL,Reg,Bnk,Inside,Edwards,Norm,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,TA,TA,PConc,GasA,Y,SBrkr,Typ,Y,WD,Normal,20,Ex,TA,4,5,0,1,0,3,1,0,1,TA,TA,No,ALQ,Unf,Attchd,Unf,TA,TA,NoAlley,NoFireplace,1954.0,NoFence
70.0,8400.0,1957.0,1957.0,0.0,189.0,628.0,1478.0,1478.0,0.0,1478.0,6.0,442.0,114.0,0.0,0.0,RL,Reg,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,BrkFace,BrkFace,None,TA,TA,CBlock,GasA,Y,SBrkr,Typ,Y,WD,Normal,20,Gd,TA,6,3,1,1,1,3,1,2,2,TA,TA,No,ALQ,Rec,Attchd,RFn,TA,TA,NoAlley,Gd,1957.0,NoFence
69.0,6627.0,1949.0,1950.0,0.0,0.0,0.0,0.0,720.0,0.0,720.0,4.0,287.0,0.0,0.0,0.0,RL,IR1,Lvl,Corner,BrkSide,Feedr,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,None,TA,TA,CBlock,Floor,N,SBrkr,Typ,Y,WD,Normal,20,TA,TA,3,6,0,1,0,2,1,0,1,NoBasement,NoBasement,NoBasement,NoBasement,NoBasement,Detchd,Unf,TA,Fa,NoAlley,NoFireplace,1955.0,NoFence
107.0,10186.0,1992.0,1992.0,0.0,674.0,76.0,750.0,1061.0,862.0,1923.0,8.0,564.0,240.0,39.0,0.0,RL,IR1,Lvl,Inside,NoRidge,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,None,Gd,TA,PConc,GasA,Y,SBrkr,Typ,Y,WD,Normal,60,Ex,Gd,7,5,1,2,1,3,1,1,2,Gd,TA,No,GLQ,Unf,Attchd,RFn,TA,TA,NoAlley,TA,1992.0,NoFence
50.0,5330.0,1940.0,1950.0,0.0,280.0,140.0,420.0,708.0,0.0,708.0,5.0,0.0,164.0,0.0,0.0,RL,Reg,HLS,Inside,BrkSide,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,None,Fa,TA,CBlock,GasA,Y,SBrkr,Typ,Y,WD,Normal,30,Gd,Fa,4,7,0,1,0,2,1,0,0,TA,TA,No,LwQ,Unf,NoGarage,NoGarage,NoGarage,NoGarage,NoAlley,NoFireplace,0.0,NoFence
75.0,9986.0,2006.0,2007.0,428.0,0.0,1795.0,1795.0,1795.0,0.0,1795.0,7.0,895.0,0.0,49.0,0.0,RL,Reg,Lvl,Inside,Somerst,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,GasA,Y,SBrkr,Typ,Y,New,Partial,20,Ex,Gd,8,5,0,2,0,2,1,1,3,Ex,TA,Av,Unf,Unf,Attchd,RFn,TA,TA,NoAlley,Gd,2007.0,NoFence
40.0,3636.0,1922.0,1950.0,0.0,0.0,796.0,796.0,796.0,0.0,796.0,5.0,0.0,0.0,0.0,100.0,RM,Reg,Lvl,Inside,IDOTRR,Norm,Norm,1Fam,1Story,Gable,CompShg,AsbShng,AsbShng,None,TA,TA,BrkTil,GasA,N,SBrkr,Typ,N,WD,Normal,30,Fa,TA,4,4,0,1,0,2,1,0,0,TA,Fa,No,Unf,Unf,NoGarage,NoGarage,NoGarage,NoGarage,NoAlley,NoFireplace,0.0,MnPrv
70.0,4270.0,1931.0,2006.0,0.0,544.0,0.0,544.0,774.0,0.0,774.0,6.0,0.0,0.0,0.0,286.0,RH,Reg,Bnk,Inside,Edwards,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,BrkTil,GasA,Y,SBrkr,Typ,Y,WD,Normal,30,Ex,Gd,3,6,0,1,0,3,1,0,0,TA,TA,No,Rec,Unf,NoGarage,NoGarage,NoGarage,NoGarage,NoAlley,NoFireplace,0.0,NoFence
60.0,6600.0,1982.0,2008.0,0.0,641.0,175.0,816.0,816.0,0.0,816.0,5.0,264.0,0.0,0.0,0.0,RL,Reg,Lvl,Inside,Mitchel,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,Gd,CBlock,GasA,Y,SBrkr,Typ,Y,WD,Normal,20,Ex,Gd,5,9,0,1,0,3,1,1,1,TA,TA,No,ALQ,Unf,Attchd,Unf,TA,TA,NoAlley,Ex,1982.0,MnPrv
60.0,10440.0,1920.0,1950.0,0.0,493.0,1017.0,1510.0,1584.0,1208.0,2792.0,8.0,520.0,0.0,547.0,0.0,RM,Reg,Lvl,Corner,OldTown,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,BrkFace,Wd Sdng,None,Gd,Gd,BrkTil,GasW,Y,SBrkr,Mod,Y,WD,Normal,50,Ex,TA,6,7,0,2,0,5,1,2,2,Gd,TA,No,LwQ,Unf,Detchd,Unf,Fa,TA,Grvl,TA,1920.0,MnPrv
63.0,9084.0,1998.0,1998.0,0.0,0.0,935.0,935.0,955.0,677.0,1632.0,8.0,462.0,0.0,28.0,0.0,RL,IR1,Lvl,Inside,Gilbert,Norm,Norm,1Fam,2Story,Hip,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,GasA,Y,SBrkr,Typ,Y,WD,Normal,60,Gd,TA,7,5,0,2,1,3,1,1,2,Gd,TA,No,Unf,Unf,Attchd,Fin,TA,TA,NoAlley,TA,1998.0,NoFence
85.0,10000.0,2006.0,2006.0,410.0,0.0,1588.0,1588.0,1588.0,0.0,1588.0,7.0,825.0,144.0,45.0,0.0,RL,Reg,Lvl,Inside,Somerst,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,GasA,Y,SBrkr,Typ,Y,WD,Normal,20,Ex,Gd,8,5,0,2,0,3,1,1,3,Gd,Gd,Av,Unf,Unf,Attchd,RFn,TA,TA,NoAlley,Gd,2006.0,NoFence
55.0,10780.0,1976.0,1976.0,0.0,483.0,428.0,911.0,954.0,0.0,954.0,6.0,576.0,0.0,0.0,0.0,RL,IR1,Lvl,Inside,CollgCr,Norm,Norm,1Fam,SLvl,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,GasA,Y,SBrkr,Typ,Y,WD,Normal,80,Gd,TA,5,5,0,1,0,3,1,0,2,TA,TA,Av,ALQ,Unf,Detchd,Unf,TA,TA,NoAlley,NoFireplace,1976.0,NoFence
67.0,8877.0,1938.0,1958.0,0.0,690.0,126.0,816.0,816.0,0.0,816.0,3.0,288.0,0.0,0.0,0.0,RL,Reg,Lvl,Inside,Edwards,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,GasA,Y,SBrkr,Typ,Y,WD,Normal,20,Ex,TA,4,6,1,1,0,2,1,1,1,TA,TA,Mn,ALQ,Unf,Detchd,Unf,Fa,Fa,NoAlley,Gd,1958.0,NoFence
60.0,7200.0,1938.0,1995.0,0.0,0.0,803.0,803.0,803.0,557.0,1360.0,6.0,297.0,0.0,65.0,190.0,RM,Reg,Lvl,Corner,IDOTRR,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,GasA,Y,SBrkr,Typ,Y,WD,Normal,50,Ex,Gd,5,6,0,1,1,2,1,0,1,TA,TA,No,Unf,Unf,Detchd,Unf,TA,TA,NoAlley,NoFireplace,1951.0,MnPrv
24.0,2368.0,1970.0,1970.0,312.0,765.0,0.0,765.0,765.0,600.0,1365.0,7.0,440.0,0.0,36.0,0.0,RM,Reg,Lvl,Inside,BrDale,Norm,Norm,TwnhsE,2Story,Gable,CompShg,HdBoard,HdBoard,None,TA,TA,CBlock,GasA,Y,SBrkr,Min1,Y,WD,Normal,160,TA,TA,5,6,0,1,1,3,1,0,2,TA,TA,No,LwQ,Unf,Attchd,Unf,TA,TA,NoAlley,NoFireplace,1970.0,NoFence
80.0,9650.0,1977.0,1977.0,360.0,686.0,664.0,1350.0,1334.0,0.0,1334.0,6.0,630.0,0.0,16.0,0.0,RL,Reg,Lvl,Inside,NWAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Plywood,Plywood,BrkFace,TA,TA,CBlock,GasA,Y,SBrkr,Typ,Y,WD,Normal,20,TA,TA,6,5,0,2,0,2,1,1,2,Gd,TA,No,ALQ,Unf,Attchd,RFn,TA,TA,NoAlley,TA,1977.0,NoFence
87.0,9246.0,1973.0,1973.0,564.0,0.0,1656.0,1656.0,1656.0,0.0,1656.0,8.0,506.0,0.0,211.0,0.0,RL,IR1,Lvl,Inside,NWAmes,Feedr,Norm,Duplex,1Story,Gable,CompShg,Plywood,Plywood,BrkFace,TA,TA,CBlock,GasA,Y,SBrkr,Typ,Y,WD,Normal,90,TA,TA,5,5,0,2,0,4,2,0,2,TA,TA,No,Unf,Unf,Detchd,Unf,TA,TA,NoAlley,NoFireplace,1973.0,NoFence
153.0,4118.0,1941.0,1950.0,0.0,0.0,693.0,693.0,693.0,0.0,693.0,4.0,0.0,0.0,20.0,0.0,RM,IR1,Bnk,Corner,OldTown,Feedr,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,Grav,N,FuseA,Typ,N,WD,Normal,30,Fa,Fa,4,4,0,1,0,2,1,0,0,TA,TA,No,Unf,Unf,NoGarage,NoGarage,NoGarage,NoGarage,Grvl,NoFireplace,0.0,NoFence
95.0,13450.0,2002.0,2002.0,0.0,700.0,216.0,916.0,920.0,941.0,1861.0,8.0,492.0,146.0,91.0,0.0,RL,IR1,Lvl,Corner,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,GasA,Y,SBrkr,Typ,Y,WD,Normal,60,Ex,Gd,7,5,1,2,1,3,1,0,2,Gd,TA,No,GLQ,Unf,BuiltIn,RFn,TA,TA,NoAlley,NoFireplace,2002.0,NoFence
120.0,9560.0,1972.0,1972.0,0.0,360.0,504.0,864.0,864.0,0.0,864.0,5.0,288.0,0.0,0.0,0.0,RL,IR1,Lvl,Corner,CollgCr,Norm,Norm,1Fam,1Story,Hip,CompShg,MetalSd,MetalSd,None,TA,Gd,CBlock,GasA,Y,SBrkr,Typ,Y,WD,Normal,20,Ex,TA,5,7,0,1,0,3,1,0,1,TA,TA,Mn,Rec,Unf,Attchd,RFn,TA,TA,NoAlley,NoFireplace,1972.0,NoFence
70.0,8294.0,1971.0,1971.0,0.0,0.0,858.0,858.0,872.0,0.0,872.0,5.0,480.0,0.0,0.0,0.0,RL,Reg,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,GasA,Y,SBrkr,Typ,Y,WD,Normal,20,TA,TA,4,5,0,1,0,3,1,0,4,TA,TA,No,Unf,Unf,Detchd,Unf,TA,TA,NoAlley,NoFireplace,1974.0,GdWo
66.0,13695.0,2003.0,2004.0,0.0,814.0,300.0,1114.0,1114.0,0.0,1114.0,6.0,576.0,0.0,78.0,0.0,RL,Reg,Lvl,Inside,SawyerW,RRAe,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,GasA,Y,SBrkr,Typ,Y,WD,Normal,20,Ex,Gd,6,5,1,1,0,3,1,0,2,Gd,TA,No,GLQ,Unf,Detchd,Unf,TA,TA,NoAlley,NoFireplace,2004.0,NoFence
69.0,9375.0,2002.0,2002.0,149.0,0.0,1284.0,1284.0,1284.0,885.0,2169.0,7.0,647.0,192.0,87.0,0.0,RL,Reg,Lvl,Inside,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,GasA,Y,SBrkr,Typ,Y,WD,Normal,60,Ex,Gd,8,5,0,2,1,3,1,1,2,Gd,TA,No,Unf,Unf,Attchd,RFn,TA,TA,NoAlley,Gd,2002.0,NoFence
57.0,7558.0,1928.0,1950.0,0.0,0.0,896.0,896.0,1172.0,741.0,1913.0,9.0,342.0,0.0,0.0,0.0,RL,Reg,Bnk,Inside,Crawfor,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,BrkFace,Stone,None,TA,TA,BrkTil,GasA,Y,SBrkr,Typ,Y,WD,Normal,50,Gd,TA,6,6,0,1,1,3,1,1,2,TA,TA,No,Unf,Unf,Detchd,Unf,Fa,Fa,NoAlley,TA,1929.0,NoFence
85.0,11103.0,2006.0,2006.0,0.0,0.0,728.0,728.0,728.0,728.0,1456.0,8.0,440.0,0.0,0.0,0.0,RL,IR1,Lvl,Corner,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,GasA,Y,SBrkr,Typ,Y,New,Partial,60,Ex,Gd,7,5,0,2,1,3,1,1,2,Gd,TA,No,Unf,Unf,Attchd,Fin,TA,TA,NoAlley,TA,2006.0,NoFence
50.0,6000.0,1920.0,1950.0,0.0,250.0,710.0,960.0,960.0,0.0,960.0,5.0,308.0,0.0,0.0,168.0,RM,Reg,Lvl,Inside,OldTown,Norm,Norm,1Fam,1Story,Hip,CompShg,MetalSd,MetalSd,None,TA,TA,PConc,GasA,Y,FuseA,Typ,Y,WD,Normal,30,Gd,Fa,4,4,0,1,0,2,1,0,1,TA,TA,No,ALQ,Unf,Detchd,Unf,TA,TA,NoAlley,NoFireplace,1997.0,NoFence
69.0,20781.0,1968.0,2003.0,0.0,297.0,1203.0,1568.0,2156.0,0.0,2156.0,9.0,508.0,0.0,80.0,0.0,RL,IR2,Lvl,CulDSac,NWAmes,PosN,Norm,1Fam,1Story,Hip,CompShg,BrkFace,HdBoard,None,TA,TA,CBlock,GasA,Y,SBrkr,Typ,Y,WD,Normal,20,TA,TA,7,7,0,2,0,3,1,1,2,TA,TA,No,BLQ,Rec,Attchd,RFn,Gd,TA,NoAlley,Gd,1968.0,NoFence
93.0,15306.0,2006.0,2007.0,100.0,80.0,1652.0,1732.0,1776.0,0.0,1776.0,7.0,712.0,0.0,0.0,0.0,RL,IR1,HLS,Corner,Timber,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,GasA,Y,SBrkr,Typ,Y,New,Partial,20,Ex,Gd,8,5,1,2,0,3,1,1,3,Ex,TA,Gd,GLQ,Unf,Attchd,Fin,TA,TA,NoAlley,Gd,2006.0,NoFence
69.0,16196.0,1998.0,1998.0,0.0,1443.0,39.0,1482.0,1494.0,0.0,1494.0,5.0,514.0,402.0,25.0,0.0,RL,IR3,Low,Inside,SawyerW,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,GasA,Y,SBrkr,Typ,Y,WD,Normal,20,Ex,Gd,7,5,1,2,0,3,1,1,2,Gd,TA,Gd,GLQ,Unf,Attchd,RFn,TA,TA,NoAlley,Fa,1998.0,NoFence
50.0,5250.0,1872.0,1987.0,0.0,259.0,425.0,684.0,938.0,1215.0,2358.0,8.0,0.0,0.0,54.0,20.0,RM,Reg,Lvl,Inside,OldTown,Norm,Norm,1Fam,2Story,Gable,CompShg,MetalSd,MetalSd,None,TA,Gd,BrkTil,OthW,N,SBrkr,Typ,Y,WD,Normal,70,Fa,TA,8,5,0,2,0,4,1,0,0,TA,Fa,No,LwQ,Unf,NoGarage,NoGarage,NoGarage,NoGarage,Pave,NoFireplace,0.0,NoFence
91.0,11643.0,1969.0,1969.0,368.0,500.0,748.0,1248.0,1338.0,1296.0,2634.0,12.0,968.0,0.0,0.0,0.0,RL,Reg,Lvl,Inside,NAmes,Artery,Norm,Duplex,2Story,Gable,CompShg,MetalSd,MetalSd,BrkFace,TA,TA,CBlock,GasA,Y,SBrkr,Typ,Y,WD,Normal,90,TA,TA,5,5,1,2,2,6,2,0,4,TA,TA,No,LwQ,Unf,Detchd,Unf,TA,TA,NoAlley,NoFireplace,1969.0,NoFence
70.0,9247.0,1962.0,1962.0,318.0,319.0,539.0,858.0,858.0,858.0,1716.0,8.0,490.0,0.0,84.0,0.0,RL,IR1,Lvl,Inside,NAmes,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,GasA,Y,SBrkr,Typ,Y,WD,Normal,60,Ex,TA,6,6,0,1,1,4,1,1,2,TA,TA,No,Rec,Unf,Attchd,Fin,TA,TA,NoAlley,Gd,1962.0,NoFence
50.0,6000.0,1937.0,2000.0,0.0,0.0,698.0,698.0,786.0,390.0,1176.0,4.0,624.0,210.0,0.0,0.0,RM,Reg,Lvl,Inside,BrkSide,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,Gd,TA,BrkTil,GasA,Y,SBrkr,Typ,N,WD,Normal,50,TA,TA,6,9,0,1,0,2,1,0,2,TA,TA,No,Unf,Unf,Detchd,Unf,TA,TA,NoAlley,NoFireplace,1999.0,NoFence
56.0,14720.0,1995.0,1996.0,579.0,816.0,1217.0,2033.0,2053.0,1185.0,3238.0,9.0,666.0,283.0,86.0,0.0,RL,IR1,Lvl,CulDSac,NoRidge,Norm,Norm,1Fam,1.5Fin,Hip,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,GasA,Y,SBrkr,Typ,Y,WD,Normal,50,Ex,Gd,8,5,1,2,1,4,1,1,3,Gd,TA,Av,GLQ,Unf,Attchd,Fin,TA,TA,NoAlley,Ex,1996.0,NoFence
69.0,10316.0,2000.0,2000.0,0.0,735.0,257.0,992.0,992.0,873.0,1865.0,7.0,839.0,0.0,184.0,0.0,RL,IR1,Lvl,Inside,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,GasA,Y,SBrkr,Typ,Y,WD,Normal,60,Ex,Gd,7,5,1,2,1,3,1,1,3,Gd,TA,No,GLQ,Unf,Attchd,RFn,TA,TA,NoAlley,TA,2000.0,NoFence
102.0,10192.0,1968.0,1992.0,143.0,0.0,570.0,570.0,1222.0,698.0,1920.0,8.0,487.0,0.0,98.0,0.0,RL,IR1,Lvl,Inside,NWAmes,Norm,Norm,1Fam,SLvl,Gable,CompShg,MetalSd,MetalSd,BrkFace,TA,TA,CBlock,GasA,Y,SBrkr,Typ,Y,WD,Normal,80,Gd,Gd,7,6,0,3,0,4,1,1,2,TA,TA,No,Unf,Unf,Attchd,RFn,TA,TA,NoAlley,TA,1968.0,GdPrv
69.0,9477.0,1966.0,1966.0,65.0,340.0,524.0,864.0,892.0,0.0,892.0,5.0,264.0,0.0,0.0,0.0,RL,Reg,Lvl,Corner,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,GasA,Y,SBrkr,Typ,Y,WD,Normal,20,TA,TA,5,5,0,1,0,3,1,0,1,TA,TA,No,Rec,Unf,Attchd,RFn,TA,TA,NoAlley,NoFireplace,1966.0,GdWo
69.0,12537.0,1971.0,2008.0,0.0,734.0,344.0,1078.0,1078.0,0.0,1078.0,6.0,500.0,0.0,0.0,0.0,RL,IR1,Lvl,CulDSac,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,CBlock,GasA,Y,SBrkr,Typ,Y,WD,Normal,20,Ex,TA,5,6,1,1,1,3,1,1,2,TA,TA,No,GLQ,Unf,Attchd,Fin,TA,TA,NoAlley,Fa,1971.0,NoFence
69.0,2117.0,2000.0,2000.0,216.0,378.0,378.0,756.0,769.0,804.0,1573.0,5.0,440.0,0.0,32.0,0.0,FV,Reg,Lvl,Inside,Somerst,Norm,Norm,Twnhs,2Story,Gable,CompShg,MetalSd,MetalSd,BrkFace,Gd,TA,PConc,GasA,Y,SBrkr,Typ,Y,WD,Normal,160,Ex,Gd,6,5,0,2,1,3,1,0,2,Gd,TA,No,GLQ,Unf,Detchd,Unf,TA,TA,NoAlley,NoFireplace,2000.0,NoFence
